,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
59,0,0.763529598,34,0,0.167898627,10416.0,6,0,2,0,3.0
60,1,1.0002305385188783,31,1,0.2446519784519943,2100.0,4,0,0,0,0.0
61,1,0.9551290821623363,40,1,0.47732792342027747,4377.351674825483,5,1,0,0,1.337918706370814
62,1,0.8810698828761387,28,0,0.10016450552664233,6250.0,1,2,0,1,2.225409110732926
63,0,0.16432745,48,0,0.399388974,7200.0,4,0,1,0,3.0
64,0,0.37413007,64,1,0.474262869,2000.0,6,0,0,0,1.0
65,1,0.5587041773114778,59,0,0.2668077067449444,3600.0,4,0,0,0,0.3905348316078845
66,0,0.064616479,54,0,1611.0,0.45,11,0,1,1,0.0
67,0,0.9999999,57,0,1124.0,0.44,5,0,1,0,0.0
68,0,0.226632085,60,0,0.828826654,4141.0,21,0,2,0,0.0
69,1,0.8825699970267787,43,0,0.2797765474274546,2700.0,4,0,0,0,0.0
70,0,0.0,43,0,3831.0,0.05,3,0,1,0,1.0
71,0,0.227104748,58,0,0.143227479,10800.0,8,0,1,0,1.0
72,0,0.0,26,0,0.344974673,3750.0,4,0,2,2,0.0
73,1,0.7017911938721457,48,0,1256.312833909919,0.3604621700390374,7,0,0,0,0.0
74,0,0.030284393,69,0,0.229207261,9750.0,11,0,1,0,0.0
75,1,0.9999999,55,0,0.41397946920360806,5000.0,1,0,0,0,0.0
76,0,0.3712036,44,0,0.53891204,8878.0,6,0,3,0,2.0
77,1,0.2167043908855014,57,1,0.10825234100387382,9600.0,8,0,0,0,1.2135407403582505
78,1,0.9999999,46,0,0.5270329479898044,4800.0,2,0,1,0,1.886654530059723
79,0,0.258565812,83,0,0.206269877,2200.0,12,0,0,0,0.0
80,0,0.327522262,64,0,0.661977658,9667.0,18,0,1,0,3.0
81,0,0.9999999,32,0,0.135731415,4169.0,6,0,1,0,0.0
82,0,0.012597481,84,0,0.032373244,4200.0,3,0,0,0,0.0
83,0,0.30176908,25,0,0.761266748,820.0,5,0,0,0,0.0
84,1,0.7892724161877449,33,0,0.23070504276323506,4500.0,6,0,0,0,3.0
85,1,0.08863605316616793,57,0,0.3899754630736558,2032.6498243038216,11,0,0,0,0.0
86,1,1.0842366633781315,49,0,0.1964449104237012,2176.171417164268,2,0,0,0,0.468566865707128
87,1,0.9414871932167668,48,1,0.6276423154608174,7200.0,12,0,1,0,0.41963249388066637
88,0,0.010473795,70,0,0.484944078,3486.0,5,0,1,0,0.0
89,0,0.048978471,57,0,0.586514241,5160.0,9,0,4,0,1.0
90,1,0.2728953307654371,45,0,0.3546972774011003,14250.0,11,0,1,0,2.0
91,1,0.6629068213284254,24,0,0.03008364949186715,1700.0,1,0,0,0,0.0
92,1,0.7103016363325241,55,0,0.28098073020773695,12000.0,6,0,1,0,2.8729273067404213
93,0,0.0,37,0,0.088632679,5550.0,3,0,0,0,0.0
94,1,0.37104202772637895,47,1,0.6643014277661614,4698.97067785825,6,0,1,0,1.3137852388333824
95,0,0.03078371,83,0,0.059418458,790.0,3,0,0,0,0.0
96,0,0.9999999,51,1,0.599404319,9400.0,10,0,2,0,2.0
97,0,0.030933616,58,0,0.008618128,3364.0,2,0,0,0,0.0
98,1,0.16656716615755401,24,0,0.1051865406863197,1738.1659702796999,4,0,0,0,0.1665671828142723
99,0,0.389669582,56,0,0.33946197,5166.0,13,0,1,0,0.0
100,1,0.7855586277348449,55,0,0.6112897582854054,10064.054510741871,16,0,2,0,0.38893431557080305
101,0,0.07402013,61,0,0.326107446,4243.0,9,0,2,0,2.0
102,1,0.6254283674869836,73,0,0.6460327046681238,5500.796750352855,15,0,2,0,0.20324964714432658
103,0,0.312553352,41,0,0.448453608,5625.0,10,0,1,0,2.0
104,1,0.6777250680134055,50,0,0.6794164062639849,2000.0,4,0,0,0,0.6045097088962372
105,1,0.670240402,60,0,3653.0,0.05,8,0,2,0,0.0
106,1,0.9512237809704596,38,0,0.26520358928875853,8419.089009725423,4,0,1,1,1.7623838672751848
107,0,0.411849168,45,0,0.546545304,2416.0,11,0,0,0,2.0
108,1,0.09112956022196456,41,0,0.07865702145083474,5833.0,3,1,0,0,0.0
109,0,0.045404618,66,0,0.154517999,12250.0,11,0,1,0,0.0
110,0,0.020650202,61,0,0.333292049,8073.0,7,0,1,0,1.0
111,1,0.6983356366673754,37,1,1655.3371911786203,4.400946774744842,11,5,1,0,0.7228651964367105
112,1,0.5347537552699387,69,1,1500.888043682723,57.79865680078545,14,0,0,1,0.9184058243630806
113,1,0.877402819,67,3,1.410140443,4200.0,12,4,3,1,0.0
114,0,0.180268138,39,0,0.342885705,3000.0,10,0,2,0,4.0
115,1,0.8646386637180563,42,0,0.3339376218580256,2919.9589364037333,4,0,1,0,2.4082127192533713
116,1,0.7867891399566004,66,1,0.6695103589367767,2666.7611912109282,13,0,0,1,0.11940439453578111
117,1,0.9999999,52,0,0.2996858789681888,5000.0,2,0,1,0,0.7906237085581453
118,0,0.003870552,44,0,0.764094362,2500.0,7,0,1,0,2.0
119,0,0.053769892,56,0,0.240222477,11326.0,10,0,1,0,1.0
120,1,0.9999999,44,0,26.782186403642775,4883.667065515937,0,1,0,0,0.0
121,1,0.173654441,62,2,0.390200179,3346.0,14,0,0,0,0.0
122,1,0.1889748715718909,51,2,0.7335326654192179,7096.557458751497,38,0,1,0,0.7974975736174554
123,1,0.9970536387722245,45,0,5382.867508750759,0.11394502250195228,7,0,1,0,2.421000500043384
124,1,0.12556078642356466,45,1,1.472555986209659,635.1175637560668,7,0,0,0,0.0
125,0,0.141337697,51,0,2453.0,0.36,10,0,3,0,0.7598634268323681
126,1,0.9718652277836646,41,1,1287.2991564126976,0.23163386049379892,2,0,1,0,0.0
127,1,0.17834441024171255,35,0,1.1578093458303347,8000.0,10,0,4,0,0.27291263332128324
128,0,0.493302223,37,0,0.259703663,11000.0,16,0,1,0,0.0
129,1,0.40726529456566196,33,0,0.300457251517566,6000.0,12,1,1,0,2.7156435616775596
130,1,1.0467744610367407,39,1,0.5935967751538864,3665.505821565469,13,0,0,0,0.0
131,0,0.051566174,86,0,56.0,0.19,5,0,0,0,0.0
132,1,0.9360619680577255,55,5,0.1964472980151013,23049.384689328395,11,1,2,1,0.85169762964446
133,1,0.41550851197815153,48,1,0.7489052000593467,1759.453271040489,7,0,0,0,3.8359813121466875
134,0,0.249029773,50,0,263.0,0.79,8,0,0,0,0.0
135,1,0.9039969577809999,48,0,0.22321799748576007,6083.0,6,0,0,1,3.2326691862717905
136,0,0.009860455,70,0,6849.0,24.44,14,0,9,0,0.0
137,0,0.92527229,32,0,0.347689451,14000.0,13,0,2,0,2.0
138,1,0.828268046,42,4,9638.0,0.2,14,0,4,1,1.0
139,1,0.5636454533038437,55,3,3346.0393108669855,0.09355565532741575,19,0,1,0,0.43418726671218655
140,1,0.9913372231230814,39,0,0.138011236186468,6800.0,10,0,0,1,1.413805494359431
141,1,0.9999999,28,0,78.08748647141631,4.478250270571674,1,0,0,0,0.0
142,1,1.0737757030077955,59,2,0.20906216008328948,8648.921269303197,12,0,1,0,1.2397179326227572
143,0,0.155271459,49,0,0.335524304,6541.0,15,0,2,0,3.0
144,1,0.4179159660118928,46,1,0.8569333161895298,4000.0,14,0,2,0,0.5324353116380136
145,1,0.1796273236563034,58,2,0.6093637227811519,3520.9753278263765,9,0,1,1,0.16255463772943746
146,1,0.5869098501973529,54,0,0.26836653962357615,6541.825590117974,8,0,0,0,0.183464470660764
147,1,0.9834630903586982,35,0,54.05373702798874,669.2318990120293,0,1,0,0,0.0
148,1,0.3676226497497096,46,0,0.47481244503977843,6300.0,12,0,2,0,1.5399825271164582
149,0,0.331903913,62,0,0.330124051,5400.0,7,0,1,0,1.0
150,0,0.060508063,48,0,2.199866755,1500.0,11,0,3,0,0.0
151,1,0.6662803870342006,51,0,0.22151806124382772,10000.0,5,0,1,0,0.0
152,1,0.7688923531188069,42,0,0.28307469474893715,5601.441275343871,6,0,1,0,0.7206376719355836
153,0,0.132673596,43,0,711.0,0.0,7,0,0,0,2.0
154,0,0.167685519,50,0,0.29394387,8800.0,7,0,2,0,3.0
155,1,0.2378802831160458,31,0,0.41115091879407095,2578.361965725895,7,0,0,0,1.239821297645903
156,1,1.0325811420043647,40,1,0.38434808054362257,3500.0,10,0,0,0,1.3653853874720412
157,0,0.034079751,54,0,0.278322493,10300.0,8,0,1,0,0.0
158,1,0.6977425496263485,59,4,0.5435151595687158,5206.427754056318,7,0,1,1,0.642775405631778
159,1,0.08850495093883426,45,0,2830.2879156321515,0.12895303406490458,5,0,2,0,0.026174148377385742
160,0,0.054187657,51,0,0.508230173,7350.0,9,0,3,0,0.0
161,0,0.050574245,74,0,0.013998667,10500.0,17,0,1,0,0.0
162,0,0.032756984,56,0,90.0,36.3,8,0,0,0,0.0
163,0,0.0,72,0,0.042794294,7500.0,3,0,0,0,0.0
164,1,0.5739267989701018,43,3,0.44374664938077557,6000.0,5,0,1,0,0.9618054419612057
165,1,0.012548063478303914,51,0,0.15162521599251927,12916.065673835179,11,0,2,0,0.026269534071269085
166,1,1.0564941820176,35,0,0.17897510751880247,4200.0,5,0,0,0,0.0
167,1,1.0038052051348934,37,0,0.13197391531286512,3568.187132041511,2,0,0,0,1.0
168,0,0.395348837,49,1,0.183947304,4098.0,2,1,1,0,1.0
169,1,0.7257698615659232,29,0,0.16852306303923237,3662.266303270569,10,3,0,0,0.0
170,1,0.9999999,52,0,0.32070014684596276,2400.0,0,0,0,0,0.041729439905026866
171,1,0.49527367226708513,24,1,0.2396405467715124,1900.0,4,0,0,0,0.08385382881406311
172,1,1.015320398,57,1,0.30448869,16975.0,11,0,2,0,0.0
173,0,0.417539355,59,0,0.372393247,3020.0,5,0,1,0,0.0
174,1,0.6310447836496497,45,0,0.4974641495375941,4585.593440084317,6,0,0,0,1.0
175,1,0.9965420900895315,26,0,0.23553382236326809,1999.8376982873192,3,3,0,0,0.0
176,0,0.098692776,47,0,0.256899749,9166.0,8,0,1,0,2.0
177,1,0.854791060285872,44,1,1.2563103663564243,4500.0,10,0,1,0,1.4989494000248085
178,1,0.18524063631315335,69,1,0.45653385080412107,12900.0,13,0,3,0,1.2446456168949434
179,1,0.8621339988672858,51,1,0.19602111506159972,7246.242290273878,6,0,0,0,2.2546258356729045
180,1,0.9707198202137192,41,0,0.14925629427701925,4200.0,2,1,0,0,1.225083846168319
181,0,0.143729277,67,0,0.184476486,7420.0,5,0,2,0,0.0
182,1,0.601993287,55,0,1.188371481,3800.0,20,0,2,0,1.0
183,1,0.14403007825153955,49,1,0.5423873639290419,4400.0,13,0,1,0,0.24870453144894766
184,0,0.020663369,81,0,0.044025157,635.0,4,0,0,0,0.0
185,1,0.9999999,27,0,452.3918989732697,0.215944246415276,2,0,0,1,0.46207373003157987
186,1,0.790342324436245,40,1,0.3904821452501569,4116.54957302723,3,1,0,0,0.5495730272293621
187,0,0.754624258,45,2,0.554621063,10700.0,12,0,4,2,0.0
188,0,0.280765698,64,0,0.299911269,2253.0,9,0,0,0,2.0
189,1,0.9866705111377296,27,0,0.3324342654295267,2715.4206619373285,3,0,0,0,0.16826477493149472
190,1,0.860517394439249,75,0,340.64302872818814,0.2580048043892674,6,0,0,0,0.0
191,0,0.013481357,65,0,1358.0,0.22,5,0,1,0,0.0
192,0,0.988404638,47,0,0.614139491,4200.0,10,0,2,0,1.0
193,0,0.682459583,61,0,0.140232471,5333.0,3,0,0,0,2.0
194,1,0.7620495508107337,56,4,0.7841787094831405,5800.0,14,0,3,1,1.0
195,1,0.9999999,27,0,206.90705963882988,0.03345853002124502,5,0,0,0,0.0
196,0,0.033396672,51,0,0.77874042,3000.0,10,0,2,0,0.0
197,0,0.093393512,44,0,0.264019851,8059.0,6,0,1,0,2.0
198,1,1.0009583973080214,24,0,0.11129650960595919,3747.6014805349746,3,0,0,1,0.0
199,1,0.9999999,24,0,233.14069218721025,0.12471840611671618,1,0,0,0,0.0
200,1,0.6985641445483711,52,1,0.35959375486184897,9099.28016319647,9,0,1,0,1.3599184017644297
201,1,0.7422595219108749,49,0,0.9340357332357545,4278.40672977099,12,0,1,0,2.1016824427475704
202,0,0.519553245,34,0,0.234455959,3859.0,10,0,0,0,1.0
203,1,0.7511487350550701,67,3,0.5024963942072214,7915.243167036531,11,1,2,1,0.24316703653167593
204,0,0.245060132,41,1,0.554991792,6700.0,6,0,1,0,2.0
205,1,0.6165152626050994,55,1,0.4981998152261369,6133.665365483435,12,1,0,0,1.5019517748468623
206,1,1.0392001518251206,49,1,0.08226228613158493,17000.0,4,0,0,0,4.692455276638864
207,1,0.9755773746276785,22,0,0.22529412367337234,2281.0720003388246,2,0,0,0,0.0
208,0,0.039028368,43,0,0.304991058,6150.0,6,0,1,0,3.0
209,1,0.5208904036290961,50,0,0.25580971487772663,20833.0,9,0,2,0,0.0
210,1,0.594521662142589,32,2,0.43656207652922674,3500.0,12,0,1,0,0.0
211,0,0.9999999,36,0,0.466906619,5000.0,11,0,1,0,1.0
212,0,0.253033551,50,0,0.542935717,14544.0,16,0,4,0,1.0
213,0,0.276138013,57,0,0.289089111,9100.0,10,0,3,0,2.0
214,1,0.6172278634343888,46,0,1.3350529027067706,6500.0,16,0,2,0,1.0
215,0,0.031928832,36,0,0.383812324,16666.0,11,0,2,0,2.0
216,1,0.9999999,53,0,0.21338094797125778,7749.282183820964,1,2,1,0,2.4504926481584475
217,0,0.141790492,38,0,0.688263525,4583.0,14,0,2,0,0.0
218,0,0.372050873,60,0,0.417325465,8980.0,6,0,1,0,0.0
219,0,0.0,79,0,0.008997001,3000.0,7,0,0,0,0.0
220,1,0.48011425326378376,49,0,0.503597288025154,3000.0,8,0,0,0,1.0
221,0,0.951433197,28,1,0.152623688,3334.0,4,3,0,0,4.0
222,0,0.095556126,47,0,0.25299904,8335.0,4,0,1,0,0.0
223,0,0.115157435,28,0,0.107822748,6250.0,5,0,0,0,0.0
224,1,0.4977693354471202,40,3,0.24758286064001755,18000.0,14,0,1,0,1.3811681133020413
225,0,0.206639668,45,0,0.282251908,5239.0,2,0,1,0,0.0
226,1,1.0027343558642954,39,1,0.344339798687082,5400.0,6,3,0,1,0.42538513986808635
227,1,0.10710097871967572,46,0,0.1326482298393718,5800.0,5,0,0,0,0.0
228,0,0.00574175,66,0,1236.0,0.27,10,0,1,0,0.0
229,0,0.281343731,33,0,0.025927043,3316.0,4,0,0,2,0.0
230,0,0.021805342,58,0,0.029371329,8000.0,7,0,0,0,0.0
231,0,0.221250481,73,3,0.389370933,3687.0,8,0,0,0,0.0
232,1,0.9091001789310823,43,1,438.1990497113171,0.3199287283487853,6,1,0,1,0.0
233,0,0.035832139,56,0,0.212790971,8505.0,17,0,1,0,2.0
234,0,0.099123565,70,0,35.0,22.76,4,0,0,0,0.0
235,1,0.731036091,60,2,0.359737807,9000.0,17,1,2,0,0.0
236,1,0.7316405152513494,24,0,0.12770808420008603,1500.0,1,0,0,0,0.0
237,0,0.003654482,72,0,0.16344761,4141.0,10,0,0,0,0.0
238,1,0.7161521583354287,38,2,0.5770554541761314,6500.0,8,0,2,0,2.0
239,1,0.42755755906000226,61,1,0.42742356831761574,4979.962065963213,7,0,1,0,0.0
240,0,1.00519896,33,0,0.049983339,3000.0,3,0,0,1,1.0
241,0,0.9999999,38,1,0.571165483,3800.0,3,0,2,1,2.0
242,0,0.001909004,41,0,0.073000734,5451.0,4,0,0,0,2.0
243,1,0.9308357819610934,42,0,0.4888353218653911,2669.897549687709,3,0,1,0,3.9487748438545998
244,0,0.093745395,44,0,0.407718456,5000.0,3,0,1,0,0.0
245,0,0.363384746,71,1,0.159651669,6200.0,11,0,0,0,0.0
246,1,0.6973426136879426,46,1,0.3778087370988831,12394.696634324582,12,0,1,1,0.0
247,0,0.354823566,38,0,0.126970954,3614.0,4,0,0,0,0.0
248,1,0.9999999,41,0,516.0,4.08,2,2,0,1,0.0
249,0,0.009902278,47,1,0.318984072,6968.0,11,0,1,0,0.0
250,0,0.177496302,37,0,0.144882749,5500.0,8,0,0,0,0.0
251,1,0.4636969081624215,63,0,0.3193901583697897,10500.0,21,0,0,0,0.0
252,0,0.239200008,53,0,0.498850115,10000.0,20,0,2,0,1.0
253,1,0.472110247,36,0,0.180404355,4500.0,10,0,0,0,0.0
254,0,0.033024119,54,0,1309.0,0.3,8,0,1,0,0.0
255,1,0.7613707180641222,35,0,4322.1633197561805,0.07860011637559898,11,0,2,0,0.04666278748003427
256,1,0.6990089864020091,33,1,0.27220322522581203,3172.0,3,0,0,0,2.5685110979929835
257,0,0.012444595,57,0,0.517915309,5525.0,29,0,2,0,0.0
258,0,0.88637121,47,0,0.272714326,7021.0,7,0,2,0,1.0
259,1,1.014699136694191,42,0,0.34508448302877676,8300.0,12,0,1,0,2.1071952672776018
260,0,0.413889974,44,0,2247.0,0.0,8,0,1,0,4.0
261,0,0.177612423,49,0,0.314280953,6000.0,8,0,2,0,1.0
262,1,0.3122297361484066,34,0,0.41643357730962133,5633.972223099583,8,0,1,0,0.6481487330551505
263,0,0.018236767,75,0,0.004319654,8333.0,8,0,0,0,0.0
264,1,0.846393897420697,39,3,0.562381346690746,3000.0,7,0,0,1,1.6042836710282171
265,0,0.768219128,68,1,0.687930243,2178.0,12,0,1,0,0.0
266,0,0.063646818,87,0,0.006127056,6201.0,6,0,0,0,0.0
267,0,0.010939889,50,1,0.001124859,2666.0,6,0,0,0,0.0
268,1,0.7792896960557285,45,0,0.5773640766911261,4477.9800119518695,8,0,1,0,1.8415412196622767
269,0,0.03130344,46,0,0.010197578,3137.0,3,0,0,0,0.0
270,0,0.9999999,43,1,0.27129716,7500.0,7,0,2,0,3.0
271,1,0.5583746100742127,34,0,0.5817560631080918,7083.804863954337,11,0,2,0,0.0
272,0,0.491615415,48,0,0.419039339,4600.0,8,0,2,0,3.0
273,1,0.7137124621391573,31,0,0.5371101719202603,5448.516694945189,8,0,1,0,1.3916646467722076
274,0,0.337035553,63,0,0.323051194,10762.0,14,0,5,0,1.0
275,0,0.168830258,31,0,424.0,0.55,7,0,0,0,0.0
276,0,0.057233077,68,0,0.011225864,2226.0,6,0,0,0,0.0
277,1,0.5286648088584742,44,2,0.6536642517241249,7500.0,17,0,1,1,1.0
278,1,0.4352474166019502,51,2,0.10892600489305082,20846.676349767662,7,0,1,1,0.27910917893187837
279,1,0.667205798,51,1,0.542664819,5050.0,11,0,0,0,0.0
280,0,0.222321445,63,0,0.308938212,5000.0,27,0,1,0,0.0
281,0,0.9999999,57,0,34.0,0.48,0,0,0,0,0.0
282,0,0.199339566,44,0,0.224388781,20000.0,10,0,2,0,4.0
283,1,0.6048040526984382,47,1,0.5646863768008558,4200.0,12,0,2,0,1.0
284,0,0.638312444,45,1,0.04603469,9166.0,6,0,0,0,0.0
285,1,0.962075848,26,0,0.183865778,4350.0,3,1,0,0,0.0
286,1,0.989202690045762,40,1,0.3037716237592218,7230.409424728146,4,1,0,0,1.0
287,1,0.23344618464428074,35,0,5503.282067910791,0.04440406672196762,18,0,2,0,2.0
288,0,0.597505045,51,6,0.057944846,6091.0,12,0,0,2,0.0
289,0,0.9999999,26,1,0.0,1872.9255476190478,0,1,0,0,0.0
290,1,0.8388829660314934,68,1,0.842840285404844,8093.134833395114,15,0,3,0,0.0
291,0,0.014999691,51,0,0.467545387,4020.0,8,0,1,0,3.0
292,0,0.105926919,34,0,0.448182311,12900.0,5,0,3,0,2.0
293,1,0.22775387518323736,63,1,0.6349736028274615,3340.840177470536,14,0,0,0,0.3969094253433689
294,1,0.9512688573018302,31,0,1.0930651037065833,1445.0676337142484,6,0,1,0,0.177938952374741
295,1,0.6050274349907543,34,0,1.2197055062615816,4240.0,8,0,1,0,0.6222231726488558
296,1,1.2224756826973797,41,1,0.35670321585802095,3333.0,2,3,0,0,0.3494442298110948
297,0,0.166415528,48,0,0.382482336,7500.0,12,0,1,0,1.0
298,1,0.8664028252037497,29,0,0.2020380310183232,4100.0,3,0,0,0,1.4231862605417678
299,0,0.000255373,60,0,0.060437729,9000.0,11,0,0,1,0.0
300,1,0.9321392102955312,49,0,0.5656046883677153,9421.807876997938,12,0,2,1,2.0547044731415176
301,0,0.725619859,73,0,0.757097792,3486.0,6,0,1,0,0.0
302,1,0.9008993375111006,30,0,0.4524300115089593,2000.0,10,0,0,0,0.0
303,1,0.2326112772492288,44,0,0.1809331692200943,2200.0,4,0,0,0,0.7638500116328395
304,0,0.067146643,77,0,2537.0,0.06,4,0,2,0,0.0
305,0,0.006747104,32,0,0.660487398,4800.0,19,0,3,0,2.0
306,1,0.966390430730681,36,0,699.3018475047835,2.1409699985281647,4,5,0,0,0.0
307,1,0.9909924725701424,47,0,0.3310144741977135,16985.836460731705,10,0,2,0,0.0
308,1,0.16644031142392224,49,0,0.5179985431994208,3300.3921852784724,14,0,0,0,0.08715228410495723
309,0,0.57972053,58,0,1828.0,0.39,6,0,1,0,0.0
310,1,0.9780280373324088,28,0,0.36053618262982623,2237.6507465016143,12,0,0,0,0.3915422497309109
311,0,0.194262048,47,1,0.925366504,2250.0,16,0,1,0,4.0
312,0,0.440895294,45,1,0.27211509,9800.0,11,0,2,0,0.0
313,1,0.6112441496804979,46,2,0.2842414387747901,11908.934666778048,9,1,2,2,1.1168333472560061
314,0,0.08920262,58,0,0.378962104,10000.0,20,0,1,0,2.0
315,1,0.40882674003116,28,0,0.26860555235369055,2749.884014255136,7,0,0,0,0.0
316,1,0.9913856212814671,36,1,0.17908415492941132,5166.0,2,3,0,0,0.6613647429940486
317,0,0.002156816,42,0,0.151596603,9300.0,12,0,1,0,1.0
318,0,0.11559422,57,0,0.214382326,8871.0,4,0,1,0,0.0
319,1,0.942914550413463,55,1,4954.204002780128,0.27378599026955375,8,1,3,2,0.0
320,0,0.075006541,60,0,1060.0,0.41,9,0,1,0,0.0
321,1,0.04777928310737785,55,0,0.18995565847517407,7836.679084926167,12,0,1,0,1.8395424630835584
322,0,0.041034249,32,0,0.062441049,5300.0,3,0,0,0,5.0
323,0,1.037924152,28,0,0.49199608,3060.0,5,0,2,0,0.0
324,0,0.210842596,49,0,0.674865027,5000.0,21,0,4,0,0.0
325,1,0.45071599768985243,40,1,0.28342578683987657,30603.48382055554,11,0,3,0,1.0
326,1,0.5103103273150602,40,0,0.14877230406930364,3205.1495004969943,3,1,0,0,2.7126248757514535
