,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
74,0.2654427464181553,56,0,0.3832619630224329,7294.621857774396,8,1,1,0,1.103642962399312,1
75,0.32527386556791416,45,0,0.8911306758512562,5550.0,5,0,2,0,2.0,1
76,0.8225032422573602,50,2,0.338526999801398,15417.06884358609,13,0,2,0,1.8812396015455404,1
77,0.076670696,44,0,1583.0,0.11,6,0,1,0,0.0,0
78,0.9999999,38,2,53.0,141.54,2,0,0,0,0.0,0
79,0.186195862,58,0,0.344123711,14549.0,10,0,2,0,2.0,0
80,0.4656682507846822,50,0,0.3289273563356694,6250.0,3,0,0,1,1.0610693617029443,1
81,0.923460899,68,1,1.320647003,1050.0,2,0,1,0,0.0,0
82,0.07244956,42,0,0.359182313,9000.0,8,0,2,0,1.0,0
83,0.9999999,21,0,0.0,1500.0,1,0,0,0,0.0,0
84,1.018406132648082,27,2,0.616186972386284,2276.387862641899,6,0,1,0,1.444854943240273,1
85,0.012059698,60,0,0.993,999.0,11,0,0,0,1.0,0
86,0.364659265,42,0,0.142519542,5500.0,5,0,0,0,0.0,0
87,0.217796696,54,1,0.092464344,29167.0,5,0,2,0,3.0,0
88,0.7318797215035511,48,0,115.12011463523473,6.466616068175158,2,0,0,0,0.0,1
89,0.9999999,53,1,0.441126761,7099.0,7,0,1,0,0.0,0
90,0.9648336215393485,42,1,0.16900307987597374,4230.696382941625,9,0,0,0,2.4492793171779703,1
91,0.7810096811140074,52,0,0.4772229765894252,9800.0,13,0,2,0,0.0,1
92,0.09775392801849517,51,0,0.4056819637513793,9624.178452011374,7,0,2,0,0.0,1
93,0.024449389,29,0,0.004403948,6584.0,2,0,0,0,0.0,0
94,0.013249448,67,0,9.0,478.84,1,0,0,0,0.7598634268323681,0
95,0.01251681,86,0,0.004997501,2000.0,3,0,0,0,0.0,0
96,0.4466528043481701,55,1,888.1131720504334,0.03759020287540488,5,2,0,0,0.0985364388407316,1
97,1.2303505297913215,23,0,0.02033090663462386,1559.6527430704416,0,1,0,0,0.0,1
98,0.1127096338351114,66,0,0.2424524233905394,10667.734199687333,15,0,0,0,0.8670998436665912,1
99,0.293800954,24,0,0.701583435,820.0,3,0,0,0,0.0,0
100,0.328140751,71,0,0.456757309,4890.0,10,0,1,0,0.0,0
101,0.280663134,62,0,0.685667752,5525.0,13,0,2,0,1.0,0
102,0.899050475,35,0,0.805890228,2240.0,7,0,0,0,1.0,0
103,0.9999999,55,1,0.080546265,3587.0,4,0,0,0,1.0,0
104,0.9992865928727545,56,5,0.6760822975624148,5225.265289595373,10,0,1,0,0.5782368015421004,1
105,0.086849705,28,0,59.0,0.0,4,0,0,0,0.0,0
106,0.3287820071716412,40,0,0.2810028074059781,8349.33731398308,17,0,1,0,0.33731398307971405,1
107,0.9308745611598239,36,0,1.1519053980592953,4000.0,12,0,1,0,1.2792155680181516,1
108,0.9999999,30,0,0.0,3700.0,0,0,0,0,1.0,0
109,0.976503395036129,36,1,0.1244832265431153,9000.0,7,1,0,1,1.9822502942715032,1
110,1.025392307,43,0,0.360077099,8300.0,13,1,1,0,2.0,1
111,0.9164358151519525,60,2,0.6673505875180432,3600.0,6,0,1,0,1.0,1
112,0.158936765,46,0,0.194805195,8700.0,11,0,2,0,1.0,0
113,1.0504002819983855,31,1,0.04664288097619925,4297.353602910019,2,0,0,0,0.0,1
114,0.0,56,0,0.245630175,25000.0,8,0,2,0,0.0,0
115,0.5132016422526631,54,2,0.16697779159472848,6000.0,6,5,0,1,0.0,1
116,0.8886940292323873,52,0,0.3360971952377063,4649.7590533207085,6,0,1,0,0.04818933585827678,1
117,0.314984003,53,0,0.137945993,9220.0,12,0,0,0,0.0,0
118,0.450457795,50,0,0.219472566,8000.0,16,0,0,0,1.0,0
119,0.223419276,41,0,3382.0,0.02,15,0,2,0,1.0,0
120,0.341868482,46,0,0.574242576,10000.0,17,0,2,0,2.0,0
121,0.9999999,30,0,0.074183411,10500.0,4,1,0,0,2.0,0
122,0.9999999,55,0,0.252071888,10738.0,4,0,2,0,0.0,0
123,0.03129825,66,0,0.279883647,11000.0,11,0,2,0,0.0,0
124,0.850385371,39,0,0.225461963,8333.0,14,0,0,0,4.0,1
125,0.9999999,26,0,0.20009513397504364,2800.0,1,0,0,0,0.976603942635795,1
126,0.12306935,64,0,60.0,0.59,6,0,0,0,0.0,0
127,0.220940403,69,0,0.292518913,3568.0,5,0,0,0,2.0,0
128,0.5285980389042566,62,0,0.04528098457856635,4800.0,1,0,0,0,1.4142057247078026,1
129,0.838012523,31,0,0.277400333,7800.0,6,0,1,0,2.0,0
130,0.9869235683335398,57,0,0.44318880418833184,5500.0,6,0,1,0,1.0,1
131,0.068081442,30,0,0.070166042,5600.0,7,0,0,0,0.0,0
132,0.26624424899059007,53,0,1.0012731169718216,4500.0,13,0,1,0,1.6945083318167724,1
133,0.09147187493499387,49,1,0.35445021023718326,4500.0,8,0,1,0,1.8538895868693257,1
134,0.6640339031476618,36,0,0.5690030095800065,396.39973753394463,1,0,0,0,0.0,1
135,0.9666997046269219,30,2,0.08891170468180062,3200.0,2,1,0,0,2.1972019972468075,1
136,0.04436057452112194,43,0,0.7921931268683683,7083.00230108363,9,0,2,0,0.004602167259929679,1
137,0.36392917423788484,30,0,0.13028147840843862,4697.821442539164,1,0,0,0,2.5476283594430886,1
138,0.403982406,44,0,1.426423466,4056.0,25,0,2,0,3.0,0
139,0.584959058,45,0,0.333125944,11250.0,8,0,1,0,5.0,0
140,0.7085042855938496,39,0,0.6923830971908852,1600.0,4,0,0,0,1.4008578853217537,1
141,0.13807078173425472,75,0,0.1811986226873841,10165.26141473204,8,0,2,0,0.0,1
142,0.0,48,2,0.30916366937174167,4000.0,5,0,0,0,1.3543438570373048,1
143,0.8047433537207833,43,0,0.44664251381424636,4000.0,7,1,1,0,1.2034464371386533,1
144,1.013588368,46,0,0.997600384,6250.0,12,0,1,0,2.0,0
145,0.95860414,39,0,0.461282265,1200.0,4,0,0,0,3.0,0
146,0.43718261771062034,63,0,2795.982669795627,0.20231216422500448,12,0,1,0,0.9861191201601659,1
147,0.9372803111465482,52,5,2463.474316125325,0.13368579031331237,4,1,1,1,0.0,1
148,0.30548161152162556,29,0,0.7753790244064889,3582.301101068229,8,0,1,0,0.7670336894096859,1
149,0.0096068,50,0,0.14446281,6049.0,8,0,2,0,1.0,0
150,0.9999999,51,1,0.443901872,8600.0,4,0,2,0,0.0,0
151,0.127637916,49,1,0.491740452,7566.0,23,0,3,0,1.0,0
152,0.6558069464468765,52,2,0.4500515977885871,18062.10015346072,10,1,1,0,1.2844008415155077,1
153,0.038851593,55,0,0.0019995,4000.0,2,0,0,0,0.0,0
154,0.5269979416965868,42,1,0.36402692077486715,9800.0,14,0,1,0,0.37661896259967853,1
155,0.397824717,42,0,480.0,0.68,9,0,0,0,2.0,0
156,0.039887781,57,0,1.17687434,1893.0,7,0,1,0,2.0,0
157,1.0073855277922616,41,1,0.4446250541622846,3600.0,3,0,0,0,1.4861863156826995,1
158,0.4047992080904741,41,0,0.7384218489306265,4584.0211233487125,10,0,3,0,0.0,1
159,1.091203783737385,49,1,0.3702098837155234,2600.0,3,0,0,0,0.8330785053408925,1
160,1.014394242,39,1,2080.0,0.05,7,0,1,0,5.0,0
161,0.431829545,46,0,0.197616521,12250.0,8,0,1,0,1.0,0
162,0.6838383905788028,45,0,0.21376710611824584,7748.7615720301765,2,1,1,0,2.619213984911962,1
163,0.9999293130739683,49,0,0.17021751666504586,1164.0737504974,1,0,0,0,2.3579168324666235,1
164,0.610802998,48,1,0.615197455,5342.0,12,0,4,0,2.0,0
165,0.9859574185998605,25,0,0.011523245378827296,2500.0,0,0,0,0,0.0,1
166,0.255470222,25,1,0.346072187,1883.0,3,0,0,0,0.0,0
167,0.447548008,53,0,0.637652705,4583.0,6,0,3,0,0.0,0
168,0.9999999,30,0,0.09003982611782285,1551.2716307720532,0,1,0,0,0.3192507994619672,1
169,0.042513757,60,0,94.0,0.15,6,0,0,0,0.0,0
170,0.011522292,34,0,0.260594742,6960.0,10,0,1,0,1.0,0
171,0.029802772852314415,33,1,0.11757231985490696,3392.5810516947654,2,0,0,0,0.2581051694765202,1
172,0.027198187,49,0,0.002953483,4062.0,2,0,0,0,0.0,0
173,0.168427771,29,0,0.325835676,3200.0,12,0,2,0,0.0,0
174,0.3492813222443678,43,1,0.3791837897009592,14920.994705605355,12,0,2,0,1.3121691003346538,1
175,0.036989918,71,0,0.12534105,12094.0,8,0,1,0,0.0,0
176,0.878449451,63,0,0.301435407,5433.0,6,0,2,0,0.0,0
177,0.9865577382790565,43,2,1.2845697495899426,2600.0,8,0,1,0,0.04808841265888164,1
178,0.455773011,34,0,159.0,0.6,5,0,0,0,0.0,0
179,1.0029935788346387,70,2,0.323016290574136,7554.868118551459,4,1,1,0,0.07891986831446285,1
180,0.8221767661848758,32,1,0.2605788955366156,2915.2703794783965,5,0,0,1,1.0,1
181,0.00239994,67,0,7.0,869.71,2,0,0,0,0.0,0
182,0.548572613,55,0,0.848366013,3824.0,10,0,2,0,0.0,1
183,0.15140405,31,0,0.76092545,3500.0,9,0,1,0,1.0,0
184,0.749097907,75,0,416.0,0.24,6,0,0,1,0.0,0
185,0.9999999,42,0,0.0,2848.868095238096,0,0,0,0,0.0,0
186,0.404537216,83,0,194.0,0.45,2,0,0,0,0.7598634268323681,0
187,0.8970161046437026,53,1,0.13759170749913097,7145.687914677592,5,0,0,1,1.7248341289630846,1
188,1.0492335116243705,47,0,0.37378883058097195,6000.0,5,2,1,0,2.8431928662876667,1
189,0.311377246,41,0,0.353858457,2500.0,3,0,0,0,4.0,1
190,0.0,55,0,0.235324811,3832.0,7,0,1,0,0.0,0
191,0.6315792334317862,52,0,0.5563619550958608,6304.003228758589,15,0,1,0,0.0,1
192,0.008203116,62,0,1536.0,0.07,8,0,1,0,1.0,0
193,0.5279539000665718,52,0,0.364648384065666,18388.267614460296,35,0,1,0,2.2772428663313753,1
194,1.1344389077552095,40,0,0.22796692791325981,4500.0,6,2,0,0,0.11088023793659563,1
195,0.6444391534174476,56,2,0.5113769469908596,10400.0,11,0,4,0,0.04257143450073897,1
196,0.9958154399914748,32,0,0.4190295329635508,1210.8003412406445,3,0,0,0,1.0998293796777645,1
197,0.9594008799273599,44,0,1339.3818848930575,0.6385434532082717,3,2,1,0,0.7637697861152202,1
198,0.878685762,50,0,0.217535065,18750.0,13,0,1,0,3.0,0
199,0.9999999,46,0,0.48054222266137336,2700.0,3,1,0,0,0.46082450319897306,1
200,0.8845518240266675,53,0,0.3965948833059203,4582.579870889295,5,0,1,0,0.8599569630984306,1
201,0.44269355389045556,59,0,0.44986142937750806,6667.048377680701,9,0,1,0,0.0,1
202,1.039456937,60,3,0.331183441,6666.0,14,1,2,0,1.0,1
203,0.132831031,85,0,0.009852217,9337.0,7,0,0,0,0.0,0
204,0.001796192,28,0,0.061713902,5962.0,6,0,0,0,2.0,0
205,0.9999999,63,0,513.7791889303003,4.258712526005461,1,0,0,0,0.2610606773840865,1
206,0.701513853,56,1,0.430411007,5668.0,7,0,2,1,0.0,1
207,0.4400432626880614,42,0,0.40136231102229686,7300.0,6,0,0,0,2.231429379972278,1
208,0.6519241193054106,53,2,0.5983178509241974,3160.2823074811495,9,0,0,1,0.0,1
209,2.768997979222573,42,0,0.44323173600158994,3000.2752788576563,9,0,0,0,1.2752788576563248,1
210,0.33773347776644047,34,0,2056.122046190567,0.26029135333206255,12,0,1,0,0.21868518439010573,1
211,0.650024304,49,0,0.144885511,10000.0,6,0,0,0,1.0,0
212,0.7921821328656797,55,1,0.6704792340379077,6249.347909828216,10,0,1,0,2.304180343568128,1
213,0.39963689733321023,46,0,0.1200077695451324,3531.4734718505133,5,1,0,0,0.305305629897361,1
214,0.009220777,43,0,0.163059005,9100.0,12,0,1,0,2.0,0
215,0.655651902,31,0,0.482299042,2400.0,11,0,2,1,2.0,1
216,0.08257976457341062,65,0,0.4006818933836795,1998.0797610086663,14,0,0,0,0.8799850630416407,1
217,0.6760607892298007,51,0,5.079819024922557,3782.010626961193,8,0,0,0,0.0,1
218,0.01427345,65,0,1370.0,0.15,12,0,1,0,0.0,0
219,0.813134673,62,0,0.574589088,16000.0,20,0,3,0,1.0,0
220,0.072613379,49,0,0.167497414,10632.0,10,0,2,0,0.0,0
221,1.6727009650580789,36,0,0.3766189726452576,1700.03673273116,2,2,0,0,1.0183663655800026,1
222,0.162277076,64,0,2406.0,0.0,5,0,1,0,0.0,0
223,0.204240607,66,0,911.0,0.02,11,0,0,0,0.0,0
224,0.9587676137294122,28,3,0.41381597713140517,5000.0,12,0,0,0,0.0,1
225,0.364382428,60,0,0.271745651,5000.0,7,0,0,0,0.0,0
226,1.0169070502233781,37,2,1.0971468978183154,4400.0,9,0,3,0,1.1224313067706377,1
227,0.775520045907394,43,1,0.3718109329125286,3336.3333274727806,11,1,0,0,1.9047585558745248,1
228,0.16239081775603184,21,0,0.04782055785269175,1369.8685940583164,2,0,0,0,0.13140594168351627,1
229,0.9667577488737974,43,0,0.0018498653522216924,3000.0,0,0,0,0,2.0,1
230,0.14119268235134175,73,2,0.19939695780927646,9500.0,12,0,0,0,0.4635357218264826,1
231,0.960313121,64,0,0.77814806,4200.0,11,0,1,0,1.0,1
232,0.539861503,51,1,0.233088346,20000.0,10,0,1,0,4.0,0
233,0.05667463553317392,58,0,2201.926349661397,0.16306876410844753,19,0,1,0,0.012275056433790121,1
234,0.039780007,70,0,0.010362694,3666.0,10,0,0,0,0.0,0
235,0.9030059497967404,71,2,0.5586609918189208,2589.372174298339,7,1,1,0,0.15695642541527322,1
236,0.5595017907239873,29,0,0.3761958373693249,2500.0,8,0,0,0,0.0,1
237,0.02039898,87,0,12.0,215.46,2,0,0,0,0.7598634268323681,0
238,0.467346016,65,0,0.951289885,11783.0,17,0,4,0,0.0,0
239,0.166721181,39,0,0.262354096,9166.0,8,0,2,0,0.0,0
240,0.964246154666794,36,0,0.18737660104110399,4200.0,5,0,0,0,0.0,1
241,0.35670855612889163,58,0,0.15321249607868084,7602.760749908815,11,0,0,0,1.8404999392100492,1
242,0.37331159,48,0,0.625808907,5253.0,13,0,1,0,2.0,0
243,0.046248386,63,0,0.411877228,11500.0,16,0,2,0,0.0,0
244,0.005583101,52,0,0.824717528,10000.0,11,0,5,0,2.0,0
245,0.023990702,67,0,32.0,12.08,3,0,0,0,0.7598634268323681,0
246,0.024682148,50,0,0.533302569,6500.0,8,0,2,0,0.0,0
247,0.21599706634994473,56,0,1.1285525585955174,2500.0,19,0,1,0,0.3013649741795643,1
248,0.04764400690776105,27,1,0.5747777415970181,142.73792514164666,1,1,0,0,0.0,1
249,0.899229343,29,0,0.357956123,3600.0,4,0,0,0,2.0,0
250,0.3182847191071425,30,1,0.26397914706531034,3299.052515874537,4,0,0,1,1.6841719581791297,1
251,0.8276211781811387,58,0,0.3800191719229222,4162.590480915948,5,0,1,0,0.4317468193246601,1
252,0.042707444,64,0,1198.0,0.31,5,0,1,0,0.0,0
253,0.9999999,23,0,0.123186069,3100.0,1,0,0,0,2.0,0
254,0.9860924656777115,33,0,0.05909202558070871,3000.0,0,2,0,0,0.0,1
255,0.5863214207386892,42,0,0.6413235556831598,6902.722810007216,10,0,4,0,2.1831569978350966,1
256,0.8609171273952407,30,0,1.4321748512298507,2589.9801410708083,7,0,0,0,1.9960282141616945,1
257,0.053348288,77,0,0.083503055,5400.0,3,0,0,0,0.0,0
258,0.6242144552001955,52,0,0.3236892968533319,18340.632521718464,26,0,2,0,1.2154170688604211,1
259,0.116844215,56,0,0.220923692,16000.0,5,0,2,0,0.0,0
260,0.9490108794782242,74,0,0.25212449125812997,6400.8306648830385,7,0,0,0,0.0,1
261,0.7815093346431023,60,0,0.06927751016842604,14936.988415461437,4,0,0,0,0.2408242826679291,1
262,0.8474211072420385,51,2,4858.220672978777,116.03270647862311,23,0,2,0,0.6586194984840381,1
263,0.890747115252268,44,0,203.09106981916344,4.363642792766537,0,0,0,0,2.3183023643725726,1
264,0.9379493899020495,26,0,0.06084342697462819,800.0,2,0,0,0,1.7991819529759565,1
265,1.2158472970922913,25,0,0.11994812639718459,1794.9702556316408,0,2,0,0,0.16170927194012574,1
266,0.4977798153007222,54,1,0.7214816501670493,1300.0,10,0,0,0,0.4411759766514515,1
267,0.004824609,90,0,10.0,166.86,4,0,0,0,0.0,0
268,0.8969806219396892,23,0,0.015868075254383066,1200.0,0,1,0,0,0.0,1
269,0.07378878,70,0,0.131393411,7800.0,7,0,2,0,0.0,0
270,0.052436094,58,0,0.097672186,8333.0,22,0,1,0,0.0,0
271,0.8436310482318652,59,0,0.7545984573954172,940.9892096742024,6,0,0,0,0.0,1
272,0.5293789984069968,46,0,0.979416291521535,2122.4320338944776,14,0,0,0,0.22718644220891915,1
273,0.9999999,42,2,0.7786698027195265,3000.0,1,0,0,0,2.9740675605529328,1
274,0.6828560118265259,47,0,0.7453264761416953,8333.0,8,0,4,0,2.0,1
275,0.06615446485449977,58,0,0.25026755170355075,4000.0,14,0,2,0,0.03353958240547095,1
276,0.141043232,45,0,0.272906081,6100.0,6,0,2,0,2.0,0
277,0.0,73,0,0.374061843,3330.0,5,0,1,0,0.0,0
278,0.9999999,31,0,189.0,0.38,1,1,0,0,0.0,1
279,0.493438878,46,0,0.483251675,10000.0,14,0,2,0,3.0,0
280,0.2625687770235418,48,0,0.10907633802180455,8600.0,4,0,0,0,0.11790373268947085,1
281,0.048911121,63,0,0.102800764,6283.0,4,0,0,0,1.0,0
282,0.191580539,41,0,2292.0,0.4,8,0,3,0,0.0,0
283,0.023123845,44,0,0.359100359,5290.0,23,0,2,0,1.0,0
284,0.371753319793621,61,0,0.4707874572507363,7500.0,11,1,2,0,0.8816498046317673,1
285,1.1669135407424003,41,2,0.5215818563476543,3084.298193932806,5,1,0,1,1.7018060671938966,1
286,0.004758893,79,0,0.259337068,4283.0,9,0,2,0,0.0,0
287,1.0365543346885762,38,1,0.544114355132007,4332.079916957648,3,0,0,0,0.6933056525490445,1
288,0.41115074517131267,60,2,0.1315790898332722,6616.6612103648595,13,0,0,0,0.3387896351408284,1
289,0.9999999,41,0,0.0,12958.0,1,0,0,0,0.0,0
290,1.1305673287961,32,1,0.14838905009460668,4040.2470265129414,3,0,0,0,0.0,1
291,1.163061564,61,0,44.0,10.24,2,0,0,0,0.0,0
292,1.008498584,45,0,0.80292366,1846.0,4,0,0,0,1.0,0
293,0.068514459,55,0,3216.0,0.1,17,0,3,0,0.0,0
294,0.9999999,29,0,721.0,0.22,5,0,0,1,0.0,1
295,0.9839280809850052,49,0,0.3433481830343229,5416.0,6,2,1,0,1.9733371652424014,1
296,0.529387002,58,0,2661.0,0.06,9,0,1,0,2.0,0
297,0.9999999,57,0,0.008056997568896163,5500.0,0,0,0,0,0.04908255119162486,1
298,0.5417605336268677,44,0,0.6150292241022908,7000.0,6,0,2,0,0.5588907612215227,1
299,0.010574136,75,0,0.005244755,2287.0,6,0,0,0,0.0,0
300,0.9999999,26,0,0.369406868,960.0,5,0,0,0,0.0,0
301,0.9999999,65,0,1393.0,0.36,2,0,2,0,0.0,0
302,0.5062452128214321,45,0,0.12217397365006574,6500.0,5,1,0,0,1.7228743714879107,1
303,0.775806048,31,1,0.071005917,6252.0,2,0,0,0,0.0,0
304,1.0264778979710736,34,0,178.7551537855345,90.78481357287605,1,2,0,0,3.804123028427595,1
305,0.24187906,24,1,0.009327115,1500.0,3,0,0,0,0.0,0
306,0.084695888,70,0,0.380607815,7600.0,16,0,2,0,1.0,0
307,0.839324911,47,0,2.208619613,1600.0,12,0,2,0,1.0,0
308,0.960168141051678,30,0,0.2541677589941518,3000.0,10,0,0,0,0.0,1
309,0.0,53,0,0.0,5322.296666666667,2,0,0,0,0.0,0
310,1.0013795521668944,25,0,0.11959489887419344,2600.0,5,0,0,0,0.0,1
311,0.2638726760454856,55,1,5477.9242251056385,0.10271571096963744,20,0,2,0,1.2663163502168755,1
312,0.8056582385954584,49,0,1.0076735772768333,3900.0,8,0,1,0,1.3893231234654797,1
313,0.339379862,59,0,0.268418527,8333.0,19,0,0,0,0.0,0
314,0.314666939,51,0,0.479839493,15450.0,19,0,2,0,2.0,0
315,0.5095029495358089,51,0,0.26531147605616956,3000.0,5,0,0,0,0.0,1
316,0.0,26,0,0.0,0.0,1,0,0,0,0.0,0
317,0.526315789,57,0,0.306008831,5208.0,7,0,1,0,2.0,0
318,0.04353298695444114,29,0,57.73315285561702,879.02541491348,1,1,0,0,0.1528326652117986,1
319,0.09866041322864239,44,0,0.2663115818281584,7569.1468680695325,7,0,1,1,0.0,1
320,0.511124553,51,0,0.511496656,4783.0,10,0,2,0,2.0,0
321,0.9999999,58,2,662.0,0.2,4,0,0,1,0.0,0
322,0.5306334674307659,31,0,0.9536473990093344,2600.0,14,0,0,0,2.0,1
323,0.5212324795183727,32,1,0.30297256641108933,5200.0,7,0,0,0,0.0,1
324,0.88609406,40,0,0.856031993,4500.0,11,0,2,0,1.0,0
325,0.050074997,40,0,0.304141852,7387.0,8,0,2,0,0.0,0
326,0.26654894794548123,44,0,0.33920905120332057,4821.364073496995,6,0,1,0,2.7281469939906047,1
327,0.364333391,72,1,0.764985477,3786.0,8,0,2,0,0.0,0
